session ;user;query position;cell hashcode;novelty;outlierness;relevance;surprise;query label;session label
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-704927382;true;0.19113295680165177;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-730908445;true;0.23022584248021372;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-553603821;true;0.271852892293329;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-1629848280;true;0.3179078954375605;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;1694661770;true;0.24453558956361587;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;224128283;true;0.35648465965810705;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-1484201213;true;0.44023816176185426;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-928946478;true;4.756652468410616E-4;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-2144304638;true;0.3042838439559836;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;2036671131;true;0.34549101914453817;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;1001632147;true;0.25840723369364316;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;2018966691;true;0.26665726624676644;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;1699882590;true;0.22385355316668476;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-502031925;true;0.23177455790657608;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-1770010464;true;0.48403341623061313;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;2028136398;true;0.028144226007836726;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-759677850;true;0.30421417455811517;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;653565548;true;0.260406881676162;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;795232856;true;0.469367970248068;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-403599928;true;0.17284498576912133;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;205409254;true;0.19313835969854853;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-673849649;true;0.4798210634337009;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-1481585192;true;0.42022346294980484;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-139887801;true;0.3191970324458381;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-597017857;true;0.29106666516535173;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;1517403605;true;0.012349255713597351;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-1036657669;true;1.6018643271886734E-4;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-816773154;true;0.28897436600168436;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;296062133;true;0.15704379123270307;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;147177087;true;0.3262313672976951;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-466929005;true;0.2741644007963897;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-2052425350;true;0.45492832074335854;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-580779951;true;0.3614997149782886;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;1968609857;true;0.3829642896855898;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;1295930056;true;0.2742510174416587;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;1595862702;true;0.26966259658666214;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-610824544;true;0.2191695558963046;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-59852420;true;0.3833863545574471;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-367563632;true;0.4682814604638803;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;205287207;true;0.48686232718207945;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;1305045998;true;0.41118525351846014;1.0;2.3751661917319193;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-27650566;true;0.3994916683285269;1.0;2.3751661917319193;1;B;
